,Cluster Assignment,Sensor1,Sensor2
930,1.0,5.000000000000008882e-01,5.000000000000008882e-01
931,1.0,5.773817382592997260e-01,5.773817382592997260e-01
932,1.0,6.579798566743286781e-01,6.579798566743286781e-01
933,1.0,7.411809548974748196e-01,7.411809548974748196e-01
934,1.0,8.263518223330632573e-01,8.263518223330632573e-01
935,1.0,9.128442572523334242e-01,9.128442572523334242e-01
936,1.0,1.000000000000003997e+00,1.000000000000003997e+00
937,1.0,1.087155742747660137e+00,1.087155742747660137e+00
938,1.0,1.173648177666930525e+00,1.173648177666930525e+00
939,1.0,1.258819045102519185e+00,1.258819045102519185e+00
940,1.0,1.342020143325665327e+00,1.342020143325665327e+00
941,1.0,1.422618261740694390e+00,1.422618261740694390e+00
942,1.0,1.499999999999993561e+00,1.499999999999993561e+00
943,1.0,1.573576436351050045e+00,1.573576436351050045e+00
944,1.0,1.642787609686541694e+00,1.642787609686541694e+00
945,1.0,1.707106781186548350e+00,1.707106781186548350e+00
946,1.0,1.766044443118977458e+00,1.766044443118977458e+00
947,1.0,1.819152044288990355e+00,1.819152044288990355e+00
948,1.0,1.866025403784436598e+00,1.866025403784436598e+00
949,1.0,1.906307787036647383e+00,1.906307787036647383e+00
950,1.0,1.939692620785905541e+00,1.939692620785905541e+00
951,1.0,1.965925826289069311e+00,1.965925826289069311e+00
952,1.0,1.984807753012208575e+00,1.984807753012208575e+00
953,1.0,1.996194698091745545e+00,1.996194698091745545e+00
954,1.0,2.000000000000000000e+00,2.000000000000000000e+00
955,1.0,1.996194698091745767e+00,1.996194698091745767e+00
956,1.0,1.984807753012209020e+00,1.984807753012209020e+00
957,1.0,1.965925826289069978e+00,1.965925826289069978e+00
958,1.0,1.939692620785906652e+00,1.939692620785906652e+00
959,1.0,1.906307787036648715e+00,1.906307787036648715e+00
960,1.0,1.866025403784437930e+00,1.866025403784437930e+00
961,1.0,1.819152044288991910e+00,1.819152044288991910e+00
962,1.0,1.766044443118979457e+00,1.766044443118979457e+00
963,1.0,1.707106781186550570e+00,1.707106781186550570e+00
964,1.0,1.642787609686543915e+00,1.642787609686543915e+00
965,1.0,1.573576436351052710e+00,1.573576436351052710e+00
966,1.0,1.499999999999996225e+00,1.499999999999996225e+00
967,1.0,1.422618261740697054e+00,1.422618261740697054e+00
968,1.0,1.342020143325667991e+00,1.342020143325667991e+00
969,1.0,1.258819045102522072e+00,1.258819045102522072e+00
970,1.0,1.173648177666933412e+00,1.173648177666933412e+00
971,1.0,1.087155742747663023e+00,1.087155742747663023e+00
972,1.0,1.000000000000006883e+00,1.000000000000006883e+00
973,1.0,9.128442572523364218e-01,9.128442572523364218e-01
974,1.0,8.263518223330661439e-01,8.263518223330661439e-01
975,1.0,7.411809548974775952e-01,7.411809548974775952e-01
976,1.0,6.579798566743313426e-01,6.579798566743313426e-01
977,1.0,5.773817382593023906e-01,5.773817382593023906e-01
978,1.0,5.000000000000033307e-01,5.000000000000033307e-01
979,1.0,4.264235636489586145e-01,4.264235636489586145e-01
980,1.0,3.572123903134665213e-01,3.572123903134665213e-01
981,1.0,2.928932188134492076e-01,2.928932188134492076e-01
982,1.0,2.339555568810202102e-01,2.339555568810202102e-01
983,1.0,1.808479557110076463e-01,1.808479557110076463e-01
984,1.0,1.339745962155618475e-01,1.339745962155618475e-01
985,1.0,9.369221296335128457e-02,9.369221296335128457e-02
986,1.0,6.030737921409323743e-02,6.030737921409323743e-02
987,1.0,3.407417371093346414e-02,3.407417371093346414e-02
988,1.0,1.519224698779342297e-02,1.519224698779342297e-02
989,1.0,3.805301908254121734e-03,3.805301908254121734e-03
990,1.0,0.000000000000000000e+00,0.000000000000000000e+00
991,1.0,3.805301908254454801e-03,3.805301908254454801e-03
992,1.0,1.519224698779164662e-02,1.519224698779164662e-02
993,1.0,3.407417371093079961e-02,3.407417371093079961e-02
994,1.0,6.030737921408968472e-02,6.030737921408968472e-02
995,1.0,9.369221296334695470e-02,9.369221296334695470e-02
996,1.0,1.339745962155638459e-01,1.339745962155638459e-01
997,1.0,1.808479557110099778e-01,1.808479557110099778e-01
998,1.0,2.339555568810227637e-01,2.339555568810227637e-01
999,1.0,2.928932188134519832e-01,2.928932188134519832e-01
